"","Group","Description","District","Date","Year","Month","Day.of.Week","Hour","Street"
"8384","Property Found","PROPERTY - FOUND","E13","2015-12-30",2015,12,"Wednesday",13,"WASHINGTON ST"
"8385","Investigate Person","INVESTIGATE PERSON","C6","2015-12-30",2015,12,"Wednesday",12,"COLUMBIA RD"
"8386","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E5","2015-12-30",2015,12,"Wednesday",12,"GLENELLEN RD"
"8387","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B2","2015-12-30",2015,12,"Wednesday",11,"CABOT ST"
"8388","Warrant Arrests","WARRANT ARREST","D4","2015-12-30",2015,12,"Wednesday",12,"HARRISON AVE"
"8389","Larceny","LARCENY SHOPLIFTING","D4","2015-12-30",2015,12,"Wednesday",12,"HARRISON AVE"
"8390","Investigate Person","INVESTIGATE PERSON","D4","2015-12-30",2015,12,"Wednesday",11,"COMMONWEALTH AVE"
"8391","Larceny","LARCENY THEFT FROM BUILDING","C6","2015-12-22",2015,12,"Tuesday",15,"O ST"
"8392","Larceny","LARCENY ALL OTHERS","E18","2015-12-30",2015,12,"Wednesday",12,"POPLAR ST"
"8393","Larceny","LARCENY THEFT FROM BUILDING","C11","2015-12-26",2015,12,"Saturday",11,"GENEVA AVE"
"8394","Larceny","LARCENY SHOPLIFTING","A15","2015-12-30",2015,12,"Wednesday",11,"SUMMER ST"
"8395","Embezzlement","EMBEZZLEMENT","C6","2015-12-30",2015,12,"Wednesday",11,"ALLSTATE RD"
"8396","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E13","2015-12-30",2015,12,"Wednesday",10,"SCHILLER ST"
"8397","Larceny","LARCENY SHOPLIFTING","C11","2015-12-30",2015,12,"Wednesday",11,"GALLIVAN BLVD"
"8398","Verbal Disputes","VERBAL DISPUTE","D4","2015-12-30",2015,12,"Wednesday",11,"WASHINGTON ST"
"8399","Property Lost","PROPERTY - LOST","A1","2015-12-30",2015,12,"Wednesday",11,"SUMMER ST"
"8400","Investigate Property","INVESTIGATE PROPERTY","B3","2015-12-30",2015,12,"Wednesday",11,"GLENWAY ST"
"8401","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2015-12-29",2015,12,"Tuesday",10,"MASSACHUSETTS AVE"
"8402","Warrant Arrests","WARRANT ARREST","D4","2015-12-29",2015,12,"Tuesday",10,"MASSACHUSETTS AVE"
"8403","Investigate Person","INVESTIGATE PERSON","E13","2015-12-30",2015,12,"Wednesday",10,"ARBORWAY"
"8404","Towed","TOWED MOTOR VEHICLE","B2","2015-12-30",2015,12,"Wednesday",9,"TREMONT ST"
"8405","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2015-12-30",2015,12,"Wednesday",6,"NORWOOD ST"
"8406","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2015-12-29",2015,12,"Tuesday",22,"BUSINESS ST"
"8407","Vandalism","VANDALISM","C11","2015-12-30",2015,12,"Wednesday",9,"ROSELAND ST"
"8408","Other","THREATS TO DO BODILY HARM","E13","2015-12-30",2015,12,"Wednesday",10,"W WALNUT PARK"
"8409","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-30",2015,12,"Wednesday",10,"TREMONT ST"
"8410","Missing Person Reported","MISSING PERSON","C6","2015-12-29",2015,12,"Tuesday",14,"E SEVENTH ST"
"8411","Missing Person Located","MISSING PERSON - LOCATED","C6","2015-12-29",2015,12,"Tuesday",14,"E SEVENTH ST"
"8412","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5","2015-12-30",2015,12,"Wednesday",10,"PARTRIDGE ST"
"8413","Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY","A15","2015-12-30",2015,12,"Wednesday",9,"ARLINGTON AVE"
"8414","Towed","TOWED MOTOR VEHICLE","C6","2015-12-30",2015,12,"Wednesday",10,"E SEVENTH ST"
"8415","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4","2015-12-30",2015,12,"Wednesday",8,"ALBANY ST"
"8416","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W ARREST","B3","2015-12-29",2015,12,"Tuesday",0,"WILMORE ST"
"8417","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2015-12-30",2015,12,"Wednesday",9,"RONAN ST"
"8418","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","D4","2015-12-29",2015,12,"Tuesday",9,"MASSACHUSETTS AVE"
"8419","Larceny","LARCENY SHOPLIFTING","E5","2015-12-30",2015,12,"Wednesday",9,"MELNEA CASS BLVD"
"8420","Simple Assault","ASSAULT SIMPLE - BATTERY","E5","2015-12-30",2015,12,"Wednesday",9,"MELNEA CASS BLVD"
"8421","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","D4","2015-12-23",2015,12,"Wednesday",0,"BEACON ST"
"8422","Warrant Arrests","WARRANT ARREST","C6","2015-12-30",2015,12,"Wednesday",9,"COURTHOUSE WAY"
"8423","Medical Assistance","SICK/INJURED/MEDICAL - POLICE","B2","2015-12-30",2015,12,"Wednesday",10,"WASHINGTON ST"
"8424","Drug Violation","DRUGS - SICK ASSIST - OTHER HARMFUL DRUG","A1","2015-12-30",2015,12,"Wednesday",9,"STUART ST"
"8425","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2015-12-29",2015,12,"Tuesday",22,"ADAMS ST"
"8426","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","E13","2015-12-30",2015,12,"Wednesday",8,"BEETHOVEN ST"
"8427","Towed","TOWED MOTOR VEHICLE","B3","2015-12-30",2015,12,"Wednesday",8,"WESTMORE RD"
"8428","Harassment","HARASSMENT","A7","2015-12-25",2015,12,"Friday",0,"BARNES AVE"
"8429","Police Service Incidents","SERVICE TO OTHER PD OUTSIDE OF MA.","C6","2015-12-30",2015,12,"Wednesday",9,"OLD COLONY AVE"
"8430","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2015-12-30",2015,12,"Wednesday",9,"ATHELWOLD ST"
"8431","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A1","2015-12-30",2015,12,"Wednesday",8,"PHILLIPS ST"
"8432","Vandalism","VANDALISM","A1","2015-12-30",2015,12,"Wednesday",8,"PHILLIPS ST"
"8433","Harassment","HARASSMENT","E18","2015-12-30",2015,12,"Wednesday",9,"NEPONSET AVE"
"8434","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2015-12-30",2015,12,"Wednesday",8,"COVENTRY ST"
"8435","Larceny","LARCENY THEFT FROM BUILDING","A7","2015-12-28",2015,12,"Monday",15,"SARATOGA ST"
"8436","Property Found","PROPERTY - FOUND","C11","2015-12-30",2015,12,"Wednesday",8,"GIBSON ST"
"8437","Simple Assault","ASSAULT SIMPLE - BATTERY","B3","2015-12-30",2015,12,"Wednesday",7,"HOSMER ST"
"8438","Drug Violation","DRUGS - SICK ASSIST - OTHER HARMFUL DRUG","C6","2015-12-30",2015,12,"Wednesday",7,"SOUTHAMPTON ST"
"8439","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","C11","2015-12-30",2015,12,"Wednesday",8,"EAST ST"
"8440","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2","2015-12-30",2015,12,"Wednesday",7,"COLUMBIA RD"
"8441","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","D4","2015-12-30",2015,12,"Wednesday",6,"COLUMBUS AVE"
"8442","Property Lost","PROPERTY - LOST","C6","2015-12-30",2015,12,"Wednesday",6,"BOSTON ST"
"8443","Verbal Disputes","VERBAL DISPUTE","E18","2015-12-30",2015,12,"Wednesday",3,"GARFIELD AVE"
"8444","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","E13","2015-12-30",2015,12,"Wednesday",3,"AMORY ST"
"8445","Robbery","ROBBERY - STREET","A1","2015-12-30",2015,12,"Wednesday",2,"BEACH ST"
"8446","Verbal Disputes","VERBAL DISPUTE","C6","2015-12-30",2015,12,"Wednesday",2,"W SEVENTH ST"
"8447","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","E13","2015-12-30",2015,12,"Wednesday",1,"SOUTH ST"
"8448","Auto Theft","AUTO THEFT","B3","2015-12-30",2015,12,"Wednesday",3,"HARVARD AVE"
"8449","Auto Theft","AUTO THEFT","E18","2015-12-30",2015,12,"Wednesday",2,"HAUTEVALE ST"
"8450","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2015-12-30",2015,12,"Wednesday",1,"MILLET ST"
"8451","Operating Under the Influence","OPERATING UNDER THE INFLUENCE ALCOHOL","B3","2015-12-30",2015,12,"Wednesday",0,"HARVARD ST"
"8452","Other","VAL - VIOLATION OF AUTO LAW - OTHER","B3","2015-12-30",2015,12,"Wednesday",0,"HARVARD ST"
"8453","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5","2015-12-30",2015,12,"Wednesday",1,"BEECH ST"
"8454","Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","C6","2015-12-30",2015,12,"Wednesday",0,"B ST"
"8455","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D14","2015-12-30",2015,12,"Wednesday",0,"SAYBROOK ST"
"8456","Simple Assault","ASSAULT SIMPLE - BATTERY","A1","2015-12-30",2015,12,"Wednesday",0,"UNION ST"
"8457","License Violation","LICENSE PREMISE VIOLATION","A1","2015-12-30",2015,12,"Wednesday",0,"UNION ST"
"8458","Missing Person Reported","MISSING PERSON","B2","2015-12-30",2015,12,"Wednesday",0,"WASHINGTON ST"
"8459","Missing Person Located","MISSING PERSON - LOCATED","B2","2015-12-30",2015,12,"Wednesday",0,"WASHINGTON ST"
"8460","Investigate Property","INVESTIGATE PROPERTY","C6","2015-12-30",2015,12,"Wednesday",0,"E SECOND ST"
"8461","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","E5","2015-12-30",2015,12,"Wednesday",0,"CORINTH ST"
"8462","Missing Person Reported","MISSING PERSON","C11","2015-12-29",2015,12,"Tuesday",22,"BLOOMFIELD ST"
"8463","Missing Person Located","MISSING PERSON - LOCATED","C11","2015-12-29",2015,12,"Tuesday",22,"BLOOMFIELD ST"
"8464","Medical Assistance","SICK/INJURED/MEDICAL - POLICE","D14","2015-12-30",2015,12,"Wednesday",0,"WASHINGTON ST"
"8465","Robbery","ROBBERY - STREET","C6","2015-12-29",2015,12,"Tuesday",23,"MASSACHUSETTS AVE"
"8466","Vandalism","VANDALISM","B2","2015-12-29",2015,12,"Tuesday",23,"BLUE HILL AVE"
"8467","Simple Assault","ASSAULT SIMPLE - BATTERY","B2","2015-12-29",2015,12,"Tuesday",23,"BLUE HILL AVE"
"8468","Other","THREATS TO DO BODILY HARM","B3","2015-12-29",2015,12,"Tuesday",23,"ANGELL ST"
"8469","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",23,"ANGELL ST"
"8470","Violations","VAL - OPERATING AFTER REV/SUSP.","D14","2015-12-29",2015,12,"Tuesday",23,"NONANTUM ST"
"8471","Larceny","LARCENY SHOPLIFTING","C11","2015-12-29",2015,12,"Tuesday",22,"GALLIVAN BLVD"
"8472","Investigate Property","INVESTIGATE PROPERTY","B2","2015-12-29",2015,12,"Tuesday",23,"CEDAR ST"
"8473","Aggravated Assault","ASSAULT - AGGRAVATED","B3","2015-12-29",2015,12,"Tuesday",22,"BLUE HILL AVE"
"8474","Other","VAL - VIOLATION OF AUTO LAW - OTHER","B2","2015-12-29",2015,12,"Tuesday",22,"BLUE HILL AVE"
"8475","Violations","VAL - OPERATING WITHOUT LICENSE","B2","2015-12-29",2015,12,"Tuesday",22,"BLUE HILL AVE"
"8476","Other","OTHER OFFENSE","B2","2015-12-29",2015,12,"Tuesday",22,"BLUE HILL AVE"
"8477","Vandalism","VANDALISM","D4","2015-12-29",2015,12,"Tuesday",22,"W SPRINGFIELD ST"
"8478","Vandalism","VANDALISM","C11","2015-12-29",2015,12,"Tuesday",21,"PLEASANT ST"
"8479","Ballistics","BALLISTICS EVIDENCE/FOUND","C11","2015-12-29",2015,12,"Tuesday",22,"GREENMOUNT ST"
"8480","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","D4","2015-12-29",2015,12,"Tuesday",12,"TREMONT ST"
"8481","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",20,"HAZLETON ST"
"8482","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2015-12-29",2015,12,"Tuesday",21,"MOUNTAIN AVE"
"8483","Verbal Disputes","VERBAL DISPUTE","D14","2015-12-29",2015,12,"Tuesday",21,"PLATT RD"
"8484","Property Found","PROPERTY - FOUND","D14","2015-12-29",2015,12,"Tuesday",22,"WASHINGTON ST"
"8485","Investigate Property","INVESTIGATE PROPERTY","B3","2015-12-29",2015,12,"Tuesday",21,"NIGHTINGALE ST"
"8486","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2015-12-29",2015,12,"Tuesday",20,"ACADEMY TER"
"8487","Verbal Disputes","VERBAL DISPUTE","C6","2015-12-29",2015,12,"Tuesday",20,"REV RICHARD A BURKE ST"
"8488","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",20,"TENNIS RD"
"8489","Larceny","LARCENY SHOPLIFTING","A1","2015-12-29",2015,12,"Tuesday",21,"STATE ST"
"8490","Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","A15","2015-12-29",2015,12,"Tuesday",21,"CHELSEA ST"
"8491","Larceny","LARCENY SHOPLIFTING","A15","2015-12-29",2015,12,"Tuesday",20,"SUMMER ST"
"8492","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2015-12-29",2015,12,"Tuesday",21,"BOYLSTON ST"
"8493","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6","2015-12-29",2015,12,"Tuesday",20,"BUTTONWOOD ST"
"8494","Other","VAL - VIOLATION OF AUTO LAW - OTHER","C6","2015-12-29",2015,12,"Tuesday",21,"DALESSIO CT"
"8495","Simple Assault","ASSAULT SIMPLE - BATTERY","C6","2015-12-29",2015,12,"Tuesday",21,"DALESSIO CT"
"8496","Violations","VAL - OPERATING AFTER REV/SUSP.","C6","2015-12-29",2015,12,"Tuesday",21,"DALESSIO CT"
"8497","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11","2015-12-28",2015,12,"Monday",15,"HANCOCK ST"
"8498","Investigate Person","INVESTIGATE PERSON","B3","2015-12-29",2015,12,"Tuesday",21,"BLUE HILL AVE"
"8499","Verbal Disputes","VERBAL DISPUTE","C11","2015-12-29",2015,12,"Tuesday",20,"GREENBRIER ST"
"8500","Assembly or Gathering Violations","DEMONSTRATIONS/RIOT","B2","2015-12-29",2015,12,"Tuesday",18,"CENTRE ST"
"8501","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","B2","2015-12-29",2015,12,"Tuesday",20,"MURRAY AVE"
"8502","Larceny","LARCENY ALL OTHERS","B2","2015-12-29",2015,12,"Tuesday",20,"MURRAY AVE"
"8503","Investigate Person","INVESTIGATE PERSON","B2","2015-12-29",2015,12,"Tuesday",19,"TREMONT ST"
"8504","Medical Assistance","SUDDEN DEATH","C11","2015-12-29",2015,12,"Tuesday",17,"GREENBRIER ST"
"8505","Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","D14","2015-12-29",2015,12,"Tuesday",13,"REEDSDALE ST"
"8506","Harassment","HARASSMENT","C11","2015-12-29",2015,12,"Tuesday",19,"NEPONSET AVE"
"8507","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2015-12-29",2015,12,"Tuesday",17,"WILTON ST"
"8508","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","D4","2015-12-29",2015,12,"Tuesday",9,"MASSACHUSETTS AVE"
"8509","Larceny","LARCENY ALL OTHERS","D4","2015-12-29",2015,12,"Tuesday",9,"MASSACHUSETTS AVE"
"8510","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6","2015-12-29",2015,12,"Tuesday",18,"SAINT CASIMIR ST"
"8511","Embezzlement","EMBEZZLEMENT","E13","2015-12-29",2015,12,"Tuesday",19,"CENTRE ST"
"8512","Harassment","HARASSMENT","E13","2015-12-28",2015,12,"Monday",17,"BROOKSIDE AVE"
"8513","Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","E18","2015-12-29",2015,12,"Tuesday",12,"ROSEMONT ST"
"8514","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6","2015-12-24",2015,12,"Thursday",10,"ALLSTATE RD"
"8515","Verbal Disputes","VERBAL DISPUTE","A7","2015-12-29",2015,12,"Tuesday",18,"VALLAR RD"
"8516","Simple Assault","ASSAULT SIMPLE - BATTERY","B3","2015-12-29",2015,12,"Tuesday",19,"WELLINGTON HILL ST"
"8517","Robbery","ROBBERY - STREET","C11","2015-12-29",2015,12,"Tuesday",18,"DORCHESTER AVE"
"8518","Larceny","LARCENY ALL OTHERS","C6","2015-12-29",2015,12,"Tuesday",17,"D ST"
"8519","Drug Violation","DRUGS - POSS CLASS D","D4","2015-12-29",2015,12,"Tuesday",18,"NORTHAMPTON ST"
"8520","Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","D4","2015-12-29",2015,12,"Tuesday",18,"NORTHAMPTON ST"
"8521","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2015-12-29",2015,12,"Tuesday",18,"HUNTINGTON AVE"
"8522","Recovered Stolen Property","PROPERTY - STOLEN THEN RECOVERED","B2","2015-12-29",2015,12,"Tuesday",19,"FRANCIS ST"
"8523","Harassment","HARASSMENT","C6","2015-12-28",2015,12,"Monday",14,"B ST"
"8524","Investigate Person","INVESTIGATE PERSON","B2","2015-12-29",2015,12,"Tuesday",18,"PARKER ST"
"8525","Larceny","LARCENY THEFT FROM BUILDING","B2","2015-12-09",2015,12,"Wednesday",12,"MALCOLM X BLVD"
"8526","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2015-12-29",2015,12,"Tuesday",18,"HUNTINGTON AVE"
"8527","Warrant Arrests","WARRANT ARREST","B2","2015-12-29",2015,12,"Tuesday",18,"BLUE HILL AVE"
"8528","Drug Violation","DRUGS - SALE / MANUFACTURING","E18","2015-12-29",2015,12,"Tuesday",18,"HYDE PARK AVE"
"8529","Violations","VAL - OPERATING WITHOUT LICENSE","C11","2015-12-29",2015,12,"Tuesday",18,"WALDECK ST"
"8530","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","E13","2015-12-29",2015,12,"Tuesday",9,"ZAMORA ST"
"8531","Property Found","PROPERTY - FOUND","A1","2015-12-29",2015,12,"Tuesday",18,"WASHINGTON ST"
"8532","Drug Violation","DRUGS - OTHER","C11","2015-12-29",2015,12,"Tuesday",7,"HANCOCK ST"
"8533","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C11","2015-12-29",2015,12,"Tuesday",18,"ADAMS ST"
"8534","Towed","TOWED MOTOR VEHICLE","E13","2015-12-29",2015,12,"Tuesday",15,"PAUL GORE ST"
"8535","Counterfeiting","FORGERY / COUNTERFEITING","D4","2015-12-29",2015,12,"Tuesday",17,"BOYLSTON ST"
"8536","Larceny","LARCENY SHOPLIFTING","D4","2015-12-29",2015,12,"Tuesday",17,"BOYLSTON ST"
"8537","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",17,"ASTORIA ST"
"8538","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-21",2015,12,"Monday",16,"PARK DR"
"8539","Harassment","HARASSMENT","B3","2015-12-29",2015,12,"Tuesday",16,"LUCERNE ST"
"8540","Vandalism","VANDALISM","D4","2015-12-29",2015,12,"Tuesday",16,"BURBANK ST"
"8541","Medical Assistance","SICK/INJURED/MEDICAL - POLICE","D14","2015-12-29",2015,12,"Tuesday",17,"WASHINGTON ST"
"8542","Missing Person Located","MISSING PERSON - LOCATED","B3","2015-12-22",2015,12,"Tuesday",14,"RIVER ST"
"8543","Missing Person Reported","MISSING PERSON","B3","2015-12-22",2015,12,"Tuesday",14,"RIVER ST"
"8544","Investigate Person","INVESTIGATE PERSON","B3","2015-12-29",2015,12,"Tuesday",13,"WELLINGTON HILL ST"
"8545","Vandalism","VANDALISM","A7","2015-12-29",2015,12,"Tuesday",17,"MAVERICK ST"
"8546","Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1","2015-12-29",2015,12,"Tuesday",17,"LONGFELLOW PL"
"8547","Other","TRESPASSING","D4","2015-12-29",2015,12,"Tuesday",15,"BROOKLINE AVE"
"8548","Property Found","PROPERTY - FOUND","D4","2015-12-29",2015,12,"Tuesday",17,"HARRISON AVE"
"8549","Vandalism","VANDALISM","B3","2015-12-28",2015,12,"Monday",7,"ASTORIA ST"
"8550","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","A15","2015-12-29",2015,12,"Tuesday",16,"WARREN ST"
"8551","Other","EXTORTION OR BLACKMAIL","C11","2015-12-29",2015,12,"Tuesday",15,"PARK ST"
"8552","Counterfeiting","FORGERY / COUNTERFEITING","B2","2015-12-29",2015,12,"Tuesday",16,"CHENEY ST"
"8553","Search Warrants","SEARCH WARRANT","C11","2015-12-29",2015,12,"Tuesday",16,"BULFINCH PL"
"8554","Larceny","LARCENY THEFT FROM BUILDING","A1","2015-12-29",2015,12,"Tuesday",14,"WINTER ST"
"8555","Larceny","LARCENY THEFT FROM BUILDING","D4","2015-12-29",2015,12,"Tuesday",16,"SHAWMUT AVE"
"8556","Counterfeiting","FORGERY / COUNTERFEITING","C11","2015-12-24",2015,12,"Thursday",16,"DORCHESTER AVE"
"8557","Robbery","ROBBERY - STREET","D4","2015-12-29",2015,12,"Tuesday",15,"WASHINGTON ST"
"8558","Larceny","LARCENY THEFT FROM BUILDING","C6","2015-12-29",2015,12,"Tuesday",8,"MASSACHUSETTS AVE"
"8559","Investigate Property","INVESTIGATE PROPERTY","A1","2015-12-29",2015,12,"Tuesday",16,"FLEET CENTER PL"
"8560","Search Warrants","SEARCH WARRANT","C11","2015-12-29",2015,12,"Tuesday",16,"BULFINCH PL"
"8561","Search Warrants","SEARCH WARRANT","C11","2015-12-29",2015,12,"Tuesday",16,"BULFINCH PL"
"8562","Robbery","ROBBERY - STREET","D4","2015-12-29",2015,12,"Tuesday",16,"BOYLSTON ST"
"8563","Towed","TOWED MOTOR VEHICLE","D4","2015-12-29",2015,12,"Tuesday",15,"MILFORD ST"
"8564","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C6","2015-12-29",2015,12,"Tuesday",16,"E EIGHTH ST"
"8565","Drug Violation","DRUGS - SALE / MANUFACTURING","C6","2015-12-29",2015,12,"Tuesday",12,"MASSACHUSETTS AVE"
"8566","Drug Violation","DRUGS - POSSESSION","C6","2015-12-29",2015,12,"Tuesday",12,"MASSACHUSETTS AVE"
"8567","Fraud","FRAUD - IMPERSONATION","C6","2015-12-29",2015,12,"Tuesday",16,"DR. MICHAEL GAVIN WAY"
"8568","Larceny","LARCENY THEFT FROM BUILDING","B3","2015-12-29",2015,12,"Tuesday",14,"RIVER ST"
"8569","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1","2015-12-29",2015,12,"Tuesday",15,"CAMBRIDGE ST"
"8570","Larceny","LARCENY THEFT FROM BUILDING","B2","2015-12-29",2015,12,"Tuesday",15,"RUGGLES ST"
"8571","Recovered Stolen Property","STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING","B2","2015-12-29",2015,12,"Tuesday",15,"RUGGLES ST"
"8572","Warrant Arrests","WARRANT ARREST","B2","2015-12-29",2015,12,"Tuesday",15,"RUGGLES ST"
"8573","Harassment","HARASSMENT","C6","2015-12-29",2015,12,"Tuesday",15,"E ST"
"8574","Larceny","LARCENY PICK-POCKET","E5","2015-12-29",2015,12,"Tuesday",15,"VFW PKWY"
"8575","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E5","2015-12-29",2015,12,"Tuesday",15,"VFW PKWY"
"8576","Drug Violation","DRUGS - POSS CLASS D","B2","2015-12-29",2015,12,"Tuesday",13,"WALNUT AVE"
"8577","Simple Assault","ASSAULT - SIMPLE","E13","2015-12-29",2015,12,"Tuesday",14,"WARDMAN RD"
"8578","Simple Assault","ASSAULT SIMPLE - BATTERY","E13","2015-12-29",2015,12,"Tuesday",14,"WARDMAN RD"
"8579","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","B2","2015-12-29",2015,12,"Tuesday",14,"CHENEY ST"
"8580","Towed","TOWED MOTOR VEHICLE","B2","2015-12-29",2015,12,"Tuesday",14,"MONTANA ST"
"8581","Robbery","ROBBERY - STREET","C11","2015-12-29",2015,12,"Tuesday",14,"HARBOR VIEW ST"
"8582","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","C11","2015-12-28",2015,12,"Monday",15,"DORCHESTER AVE"
"8583","Auto Theft","AUTO THEFT","A7","2015-12-24",2015,12,"Thursday",20,"MAVERICK ST"
"8584","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","A1","2015-12-29",2015,12,"Tuesday",14,"WASHINGTON ST"
"8585","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2015-12-29",2015,12,"Tuesday",12,"QUINCY ST"
"8586","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2015-12-26",2015,12,"Saturday",10,"STRATHMORE RD"
"8587","Larceny","LARCENY ALL OTHERS","C11","2015-09-30",2015,9,"Wednesday",22,"FREEPORT ST"
"8588","Property Lost","PROPERTY - LOST","C11","2015-12-26",2015,12,"Saturday",20,"WILLIAM T MORRISSEY BLVD"
"8589","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",8,"RIVER ST"
"8590","Verbal Disputes","VERBAL DISPUTE","B3","2015-12-29",2015,12,"Tuesday",13,"ROSEDALE ST"
"8591","Other","TRESPASSING","B2","2015-12-29",2015,12,"Tuesday",14,"LONGWOOD AVE"
"8592","Larceny","LARCENY SHOPLIFTING","D4","2015-12-27",2015,12,"Sunday",16,"BOYLSTON ST"
